url_path,views_total,views_unique
/microsoft/power-platform-skills,2832,1707
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1514,947
/microsoft/power-platform-skills/tree/main,606,361
/microsoft/power-platform-skills/tree/main/plugins,571,337
/microsoft/power-platform-skills/tree/main/plugins/code-apps,344,209
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,269,171
/microsoft/power-platform-skills/tree/main/plugins/model-apps,237,151
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,168,118
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,160,124
/microsoft/power-platform-skills/blob/main/README.md,139,101
