url_path,views_total,views_unique
/microsoft/power-platform-skills,3697,2176
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,2197,1374
/microsoft/power-platform-skills/tree/main,838,478
/microsoft/power-platform-skills/tree/main/plugins,768,451
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,424,291
/microsoft/power-platform-skills/tree/main/plugins/code-apps,376,225
/microsoft/power-platform-skills/tree/main/plugins/model-apps,293,171
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,272,187
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,195,146
/microsoft/power-platform-skills/issues,195,110
