url_path,views_total,views_unique
/microsoft/power-platform-skills,319,136
/microsoft/power-platform-claude-plugins,98,34
/microsoft/power-platform-skills/pulls,83,16
/microsoft/power-platform-skills/tree/main/plugins,65,36
/microsoft/power-platform-skills/tree/main/plugins/power-apps,39,25
/microsoft/power-platform-skills/tree/main/plugins/power-pages,36,15
/microsoft/power-platform-skills/tree/main,32,14
/microsoft/power-platform-skills/blob/main/README.md,30,15
/microsoft/power-platform-skills/blob/main/plugins/power-apps/skills/genpage/SKILL.md,29,14
/microsoft/power-platform-skills/tree/main/.claude-plugin,24,11
