url_path,views_total,views_unique
/microsoft/power-platform-skills,3288,1969
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1825,1086
/microsoft/power-platform-skills/tree/main,685,395
/microsoft/power-platform-skills/tree/main/plugins,654,396
/microsoft/power-platform-skills/tree/main/plugins/code-apps,361,215
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,360,246
/microsoft/power-platform-skills/tree/main/plugins/model-apps,279,161
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,222,156
/microsoft/power-platform-skills/blob/main/README.md,177,125
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,167,133
