url_path,views_total,views_unique
/microsoft/power-platform-skills,1507,963
/microsoft/power-platform-skills/tree/main,487,293
/microsoft/power-platform-skills/tree/main/plugins,328,193
/microsoft/power-platform-skills/tree/main/plugins/model-apps,196,128
/microsoft/power-platform-skills/tree/main/plugins/power-pages,143,87
/microsoft/power-platform-skills/pulls,122,40
/microsoft/power-platform-skills/blob/main/CLAUDE.md,107,64
/microsoft/power-platform-skills/tree/main/.claude,105,92
/microsoft/power-platform-skills/tree/main/plugins/code-apps,105,62
/microsoft/power-platform-skills/tree/main/plugins/power-apps,100,54
