url_path,views_total,views_unique
/microsoft/power-platform-skills,1552,988
/microsoft/power-platform-skills/tree/main,528,328
/microsoft/power-platform-skills/tree/main/plugins,339,195
/microsoft/power-platform-skills/tree/main/plugins/model-apps,200,127
/microsoft/power-platform-skills/tree/main/plugins/power-pages,143,87
/microsoft/power-platform-skills/pulls,123,42
/microsoft/power-platform-skills/tree/main/plugins/code-apps,118,71
/microsoft/power-platform-skills/blob/main/CLAUDE.md,114,65
/microsoft/power-platform-skills/tree/main/.claude,102,90
/microsoft/power-platform-skills/tree/main/plugins/power-apps,100,54
