url_path,views_total,views_unique
/microsoft/power-platform-skills,1069,672
/microsoft/power-platform-skills/tree/main/plugins/model-apps,205,112
/microsoft/power-platform-skills/tree/main/plugins,200,136
/microsoft/power-platform-skills/tree/main,181,82
/microsoft/power-platform-skills/tree/main/plugins/power-pages,112,70
/microsoft/power-platform-skills/tree/main/.claude,69,56
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,60,50
/microsoft/power-platform-skills/blob/main/AGENTS.md,57,47
/microsoft/power-platform-skills/blob/main/CLAUDE.md,52,30
/microsoft/power-platform-skills/tree/main/.claude-plugin,51,35
