url_path,views_total,views_unique
/microsoft/power-platform-skills,3449,2050
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1983,1223
/microsoft/power-platform-skills/tree/main,733,435
/microsoft/power-platform-skills/tree/main/plugins,693,414
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,393,265
/microsoft/power-platform-skills/tree/main/plugins/code-apps,359,215
/microsoft/power-platform-skills/tree/main/plugins/model-apps,296,169
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,244,172
/microsoft/power-platform-skills/blob/main/README.md,191,133
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,172,134
