url_path,views_total,views_unique
/microsoft/power-platform-skills,2935,1765
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1715,1044
/microsoft/power-platform-skills/tree/main/plugins,609,359
/microsoft/power-platform-skills/tree/main,578,336
/microsoft/power-platform-skills/tree/main/plugins/code-apps,335,200
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,318,204
/microsoft/power-platform-skills/tree/main/plugins/model-apps,239,149
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,202,137
/microsoft/power-platform-skills/blob/main/README.md,158,112
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,146,119
