url_path,views_total,views_unique
/microsoft/power-platform-skills,1431,971
/microsoft/power-platform-skills/tree/main/plugins,227,160
/microsoft/power-platform-skills/tree/main,160,78
/microsoft/power-platform-skills/tree/main/plugins/model-apps,150,101
/microsoft/power-platform-skills/tree/main/plugins/power-pages,99,73
/microsoft/power-platform-skills/tree/main/.claude,71,63
/microsoft/power-platform-skills/blob/main/AGENTS.md,56,45
/microsoft/power-platform-skills/blob/main/CLAUDE.md,56,31
/microsoft/power-platform-skills/tree/main/.claude-plugin,53,42
/microsoft/power-platform-skills/tree/main/scripts,49,44
