url_path,views_total,views_unique
/microsoft/power-platform-skills,1417,854
/microsoft/power-platform-skills/tree/main,404,241
/microsoft/power-platform-skills/tree/main/plugins,316,189
/microsoft/power-platform-skills/tree/main/plugins/model-apps,223,138
/microsoft/power-platform-skills/tree/main/plugins/power-pages,144,86
/microsoft/power-platform-skills/blob/main/CLAUDE.md,105,62
/microsoft/power-platform-skills/tree/main/plugins/power-apps,100,54
/microsoft/power-platform-skills/tree/main/.claude,99,89
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,97,73
/microsoft/power-platform-skills/tree/main/.claude-plugin,91,72
