url_path,views_total,views_unique
/microsoft/power-platform-skills,1130,687
/microsoft/power-platform-skills/tree/main/plugins,194,118
/microsoft/power-platform-skills/pulls,107,26
/microsoft/power-platform-skills/tree/main,83,43
/microsoft/power-platform-skills/tree/main/plugins/power-pages,82,51
/microsoft/power-platform-skills/tree/main/plugins/power-apps,81,54
/microsoft/power-platform-skills/blob/main/README.md,58,32
/microsoft/power-platform-skills/tree/main/.claude-plugin,52,32
/microsoft/power-platform-skills/tree/main/plugins/model-apps,51,40
/microsoft/power-platform-skills/blob/main/plugins/power-apps/skills/genpage/SKILL.md,50,27
