url_path,views_total,views_unique
/microsoft/power-platform-skills,3412,2028
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,2167,1345
/microsoft/power-platform-skills/tree/main,772,445
/microsoft/power-platform-skills/tree/main/plugins,722,430
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,407,275
/microsoft/power-platform-skills/tree/main/plugins/code-apps,366,217
/microsoft/power-platform-skills/tree/main/plugins/model-apps,293,168
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,265,182
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,180,139
/microsoft/power-platform-skills/blob/main/README.md,179,127
