url_path,views_total,views_unique
/microsoft/power-platform-skills,1220,747
/microsoft/power-platform-skills/tree/main/plugins,206,128
/microsoft/power-platform-skills/pulls,108,27
/microsoft/power-platform-skills/tree/main,86,46
/microsoft/power-platform-skills/tree/main/plugins/power-pages,84,53
/microsoft/power-platform-skills/tree/main/plugins/power-apps,81,54
/microsoft/power-platform-skills/tree/main/plugins/model-apps,68,49
/microsoft/power-platform-skills/blob/main/README.md,61,35
/microsoft/power-platform-skills/tree/main/.claude,54,49
/microsoft/power-platform-skills/tree/main/.claude-plugin,54,34
