url_path,views_total,views_unique
/microsoft/power-platform-skills,1289,781
/microsoft/power-platform-skills/tree/main/plugins,264,164
/microsoft/power-platform-skills/tree/main/plugins/model-apps,234,133
/microsoft/power-platform-skills/tree/main,211,97
/microsoft/power-platform-skills/tree/main/plugins/power-pages,152,91
/microsoft/power-platform-skills/tree/main/.claude,97,84
/microsoft/power-platform-skills/blob/main/AGENTS.md,87,72
/microsoft/power-platform-skills/blob/main/CLAUDE.md,87,52
/microsoft/power-platform-skills/tree/main/.claude-plugin,79,58
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,77,59
