url_path,views_total,views_unique
/microsoft/power-platform-skills,2423,1514
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,920,596
/microsoft/power-platform-skills/tree/main,564,344
/microsoft/power-platform-skills/tree/main/plugins,490,278
/microsoft/power-platform-skills/tree/main/plugins/code-apps,297,181
/microsoft/power-platform-skills/tree/main/plugins/model-apps,187,130
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,159,99
/microsoft/power-platform-skills/blob/main/README.md,140,103
/microsoft/power-platform-skills/pulls,139,52
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,129,93
