url_path,views_total,views_unique
/microsoft/power-platform-skills,1333,794
/microsoft/power-platform-skills/tree/main,368,214
/microsoft/power-platform-skills/tree/main/plugins,296,179
/microsoft/power-platform-skills/tree/main/plugins/model-apps,237,136
/microsoft/power-platform-skills/tree/main/plugins/power-pages,153,88
/microsoft/power-platform-skills/tree/main/.claude,104,92
/microsoft/power-platform-skills/blob/main/CLAUDE.md,95,56
/microsoft/power-platform-skills/tree/main/.claude-plugin,94,74
/microsoft/power-platform-skills/blob/main/AGENTS.md,90,78
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,86,68
