url_path,views_total,views_unique
/microsoft/power-platform-skills,1788,1141
/microsoft/power-platform-skills/tree/main,604,386
/microsoft/power-platform-skills/tree/main/plugins,413,235
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,214,134
/microsoft/power-platform-skills/tree/main/plugins/model-apps,196,126
/microsoft/power-platform-skills/tree/main/plugins/code-apps,180,113
/microsoft/power-platform-skills/pulls,132,49
/microsoft/power-platform-skills/blob/main/CLAUDE.md,123,67
/microsoft/power-platform-skills/tree/main/plugins/power-pages,120,81
/microsoft/power-platform-skills/tree/main/plugins/power-apps,100,54
