referrer,views_total,views_unique
Google,2692,665
linkedin.com,1545,616
github.com,1434,312
statics.teams.cdn.office.net,1072,381
Bing,747,171
learn.microsoft.com,636,123
com.linkedin.android,367,237
skills.sh,106,17
lnkd.in,58,23
forwardforever.com,56,17
