url_path,views_total,views_unique
/microsoft/power-platform-skills,265,108
/microsoft/power-platform-claude-plugins,100,34
/microsoft/power-platform-skills/pulls,73,14
/microsoft/power-platform-skills/tree/main/plugins,60,32
/microsoft/power-platform-skills/tree/main/plugins/power-apps,37,23
/microsoft/power-platform-skills/tree/main/plugins/power-pages,34,15
/microsoft/power-platform-skills/blob/main/plugins/power-apps/skills/genpage/SKILL.md,29,14
/microsoft/power-platform-skills/tree/main,29,12
/microsoft/power-platform-skills/tree/main/.claude-plugin,22,11
/microsoft/power-platform-skills/blob/main/README.md,22,10
