url_path,views_total,views_unique
/microsoft/power-platform-skills,1048,650
/microsoft/power-platform-skills/tree/main/plugins/model-apps,193,106
/microsoft/power-platform-skills/tree/main/plugins,190,128
/microsoft/power-platform-skills/tree/main,180,81
/microsoft/power-platform-skills/tree/main/plugins/power-pages,111,68
/microsoft/power-platform-skills/tree/main/.claude,65,52
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,60,50
/microsoft/power-platform-skills/blob/main/AGENTS.md,56,46
/microsoft/power-platform-skills/blob/main/CLAUDE.md,54,31
/microsoft/power-platform-skills/tree/main/.claude-plugin,51,35
