url_path,views_total,views_unique
/microsoft/power-platform-skills,1476,928
/microsoft/power-platform-skills/tree/main,454,269
/microsoft/power-platform-skills/tree/main/plugins,310,182
/microsoft/power-platform-skills/tree/main/plugins/model-apps,191,126
/microsoft/power-platform-skills/tree/main/plugins/power-pages,140,84
/microsoft/power-platform-skills/pulls,120,38
/microsoft/power-platform-skills/blob/main/CLAUDE.md,107,63
/microsoft/power-platform-skills/tree/main/.claude,104,91
/microsoft/power-platform-skills/tree/main/plugins/power-apps,100,54
/microsoft/power-platform-skills/tree/main/.claude-plugin,95,76
