url_path,views_total,views_unique
/microsoft/power-platform-skills,1265,773
/microsoft/power-platform-skills/tree/main/plugins,252,159
/microsoft/power-platform-skills/tree/main/plugins/model-apps,226,126
/microsoft/power-platform-skills/tree/main,213,96
/microsoft/power-platform-skills/tree/main/plugins/power-pages,145,89
/microsoft/power-platform-skills/tree/main/.claude,100,85
/microsoft/power-platform-skills/blob/main/AGENTS.md,84,69
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,78,62
/microsoft/power-platform-skills/tree/main/.claude-plugin,77,57
/microsoft/power-platform-skills/blob/main/CLAUDE.md,77,46
