url_path,views_total,views_unique
/microsoft/power-platform-skills,1304,837
/microsoft/power-platform-skills/tree/main/plugins,227,146
/microsoft/power-platform-skills/tree/main,102,55
/microsoft/power-platform-skills/tree/main/plugins/power-pages,97,61
/microsoft/power-platform-skills/tree/main/plugins/model-apps,94,66
/microsoft/power-platform-skills/tree/main/plugins/power-apps,77,54
/microsoft/power-platform-skills/pulls,75,30
/microsoft/power-platform-skills/blob/main/README.md,58,37
/microsoft/power-platform-skills/tree/main/.claude,57,53
/microsoft/power-platform-skills/tree/main/.claude-plugin,54,38
