url_path,views_total,views_unique
/microsoft/power-platform-skills,111,29
/microsoft/power-platform-claude-plugins,106,35
/microsoft/power-platform-skills/pulls,44,8
/microsoft/power-platform-skills/tree/main/plugins,31,14
/microsoft/power-platform-claude-plugins/tree/main/plugins/power-pages,26,12
/microsoft/power-platform-skills/tree/main/plugins/power-pages,22,8
/microsoft/power-platform-skills/pull/13,22,4
/microsoft/power-platform-claude-plugins/tree/main,18,9
/microsoft/power-platform-skills/blob/main/plugins/power-apps/skills/genpage/SKILL.md,18,5
/microsoft/power-platform-skills/tree/main,17,8
