url_path,views_total,views_unique
/microsoft/power-platform-claude-plugins,109,36
/microsoft/power-platform-skills,60,8
/microsoft/power-platform-skills/pulls,36,3
/microsoft/power-platform-claude-plugins/tree/main/plugins/power-pages,30,13
/microsoft/power-platform-claude-plugins/tree/main,22,9
/microsoft/power-platform-claude-plugins/blob/main/README.md,21,11
/microsoft/power-platform-skills/pull/13,21,3
/microsoft/power-platform-claude-plugins/tree/main/plugins/power-pages/skills,17,7
/microsoft/power-platform-skills/pull/16,14,2
/microsoft/power-platform-skills/blob/main/plugins/power-apps/skills/genpage/SKILL.md,13,1
